                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 2.5968,                 2.7649,                 1.1127,                      0,                      0,                      0,                      0,                  0.351,                 51.172,                0.16998,              0.0016978,              0.0016978,              0.0016978
                     16,                 2.4325,                 2.5443,                 1.1145,                      0,                      0,                      0,                      0,                0.46119,                 54.686,                0.21936,               0.001806,               0.001806,               0.001806
                     17,                  2.579,                 2.6295,                 1.0937,                      0,                      0,                      0,                      0,                0.68737,                  55.24,                 0.3162,              0.0018944,              0.0018944,              0.0018944
                     18,                 2.6173,                  2.912,                 1.1803,                      0,                      0,                      0,                      0,                 6.8566,                 24.462,                 2.2893,              0.0018878,              0.0018878,              0.0018878
                     19,                 2.4902,                 2.7218,                 1.0751,                 0.0002,                0.02174,                0.00012,                  2e-05,                 5.6986,                 9.4846,                 1.8448,              0.0018812,              0.0018812,              0.0018812
                     20,                 2.4804,                 2.4733,                 1.1387,                0.00622,                0.69565,                0.17445,                0.03939,                 3.1292,                 4.2587,                 1.4937,              0.0018746,              0.0018746,              0.0018746
                     21,                 2.2984,                 2.4231,                 1.0681,                0.00757,                0.86957,                0.25981,                0.10376,                 2.4383,                 3.6167,                 1.3653,               0.001868,               0.001868,               0.001868
                     22,                 1.9607,                 2.3529,                0.99252,                0.68014,                0.32368,                0.60787,                0.16769,                 2.5659,                 2.8916,                 1.2305,              0.0018614,              0.0018614,              0.0018614
                     23,                 1.9346,                 2.1159,                 1.0192,                0.70286,                0.66859,                0.70422,                0.29079,                 2.1877,                 2.3083,                 1.1458,              0.0018548,              0.0018548,              0.0018548
                     24,                 1.9975,                   2.12,                 1.0008,                0.83067,                0.76087,                0.78128,                0.36579,                 1.6146,                 1.8942,                  1.057,              0.0018482,              0.0018482,              0.0018482
                     25,                 1.9974,                 2.0504,                0.99951,                0.90722,                 0.8913,                0.91213,                0.43871,                 1.8685,                 1.8358,                  1.054,              0.0018416,              0.0018416,              0.0018416
                     26,                 2.0043,                 2.0755,                0.97765,                0.98096,                0.91304,                0.96286,                 0.5029,                 1.7289,                 1.7573,                0.99056,               0.001835,               0.001835,               0.001835
                     27,                 1.8682,                  1.845,                0.96761,                 0.9715,                0.95652,                0.96936,                0.56238,                 1.4923,                 1.6574,                 0.9774,              0.0018284,              0.0018284,              0.0018284
                     28,                 1.7739,                 1.8446,                 0.9653,                      1,                0.90747,                0.97451,                0.50695,                 1.5887,                 1.4669,                0.98526,              0.0018218,              0.0018218,              0.0018218
                     29,                 1.7251,                 1.7584,                0.95665,                      1,                0.94698,                0.98231,                0.42562,                 1.8442,                 1.5296,                0.99055,              0.0018152,              0.0018152,              0.0018152
                     30,                 1.5513,                 1.7601,                0.92628,                      1,                0.95366,                0.99184,                0.60965,                 1.3206,                 1.3791,                0.93008,              0.0018086,              0.0018086,              0.0018086
                     31,                 1.6193,                 1.7105,                0.95671,                0.99721,                0.93478,                0.99099,                0.64745,                 1.1974,                 1.2766,                0.92083,               0.001802,               0.001802,               0.001802
                     32,                  1.629,                 1.7168,                0.90728,                      1,                0.95472,                0.98445,                0.51894,                 1.6298,                 1.4585,                0.94867,              0.0017954,              0.0017954,              0.0017954
                     33,                 1.7061,                 1.6807,                0.99007,                      1,                 0.9544,                 0.9846,                0.65595,                 1.1828,                 1.4146,                 0.9026,              0.0017888,              0.0017888,              0.0017888
                     34,                 1.6076,                 1.6332,                0.91849,                      1,                0.95323,                0.99029,                0.65659,                 1.1998,                 1.1713,                0.90477,              0.0017822,              0.0017822,              0.0017822
                     35,                 1.4907,                 1.5759,                0.91282,                      1,                0.95381,                0.99088,                0.67988,                 1.2209,                  1.173,                0.90413,              0.0017756,              0.0017756,              0.0017756
                     36,                 1.5096,                 1.5606,                0.92157,                0.95648,                0.95552,                0.98085,                0.52098,                 1.3525,                 1.3744,                0.91708,               0.001769,               0.001769,               0.001769
                     37,                 1.5982,                 1.5692,                0.90331,                0.97768,                0.95241,                0.98521,                0.50182,                 1.4618,                 1.4332,                0.94018,              0.0017624,              0.0017624,              0.0017624
                     38,                 1.5198,                 1.6104,                0.89988,                0.99405,                0.93478,                0.97981,                 0.6389,                  1.318,                 1.4402,                0.93921,              0.0017558,              0.0017558,              0.0017558
                     39,                 1.5683,                 1.5286,                0.92205,                      1,                0.89128,                0.97674,                0.62269,                 1.3686,                 1.5181,                0.93927,              0.0017492,              0.0017492,              0.0017492
                     40,                 1.5717,                 1.5516,                0.95848,                0.99981,                0.93478,                 0.9858,                0.61413,                 1.3496,                  1.243,                0.92152,              0.0017426,              0.0017426,              0.0017426
                     41,                 1.4907,                   1.47,                0.92132,                0.99805,                0.93478,                0.99207,                0.69493,                 1.1751,                 1.1848,                0.89851,               0.001736,               0.001736,               0.001736
                     42,                 1.4077,                 1.4917,                0.90796,                0.99746,                0.93478,                 0.9933,                0.65144,                 1.1799,                  1.157,                0.89893,              0.0017294,              0.0017294,              0.0017294
                     43,                  1.335,                 1.4204,                 0.9114,                0.97813,                0.97238,                0.99372,                 0.7098,                 1.0796,                 1.0898,                0.88883,              0.0017228,              0.0017228,              0.0017228
                     44,                 1.4399,                 1.4511,                0.92875,                0.99883,                0.93478,                0.98931,                 0.5906,                 1.3035,                  1.147,                0.91389,              0.0017162,              0.0017162,              0.0017162
                     45,                 1.4322,                 1.4108,                0.91707,                0.99978,                0.93478,                0.96514,                0.71377,                0.98963,                  1.093,                0.89424,              0.0017096,              0.0017096,              0.0017096
                     46,                 1.3456,                 1.4503,                0.89788,                0.99234,                0.93478,                0.96592,                0.70233,                 1.0292,                 1.1072,                0.89526,               0.001703,               0.001703,               0.001703
                     47,                 1.3686,                 1.3455,                0.92721,                      1,                0.94838,                0.97348,                0.66275,                 1.1067,                 1.1423,                 0.8964,              0.0016964,              0.0016964,              0.0016964
                     48,                 1.5311,                 1.4199,                 0.9061,                      1,                0.95317,                0.97426,                0.65154,                 1.2334,                 1.0821,                0.91833,              0.0016898,              0.0016898,              0.0016898
                     49,                 1.5904,                 1.4928,                 0.9432,                0.99643,                0.97826,                0.99417,                 0.6392,                 1.2208,                 1.0817,                0.91505,              0.0016832,              0.0016832,              0.0016832
                     50,                 1.8291,                 1.6262,                0.97692,                0.93784,                0.98406,                 0.9857,                 0.7316,                 1.0753,                  1.195,                 0.8848,              0.0016766,              0.0016766,              0.0016766
                     51,                 1.4872,                 1.4917,                0.90167,                      1,                0.95566,                0.97426,                0.61736,                 1.2533,                 1.1258,                0.88715,                0.00167,                0.00167,                0.00167
                     52,                 1.4487,                 1.4308,                0.90911,                0.99688,                0.97826,                0.97511,                0.65182,                 1.1618,                 1.2555,                0.86476,              0.0016634,              0.0016634,              0.0016634
                     53,                 1.5058,                 1.4235,                0.92104,                0.99934,                0.93478,                 0.9734,                0.63572,                 1.2668,                 1.4236,                0.87435,              0.0016568,              0.0016568,              0.0016568
                     54,                 1.4398,                 1.4491,                0.92241,                0.99422,                0.97826,                0.97511,                0.62077,                 1.2092,                 1.2055,                0.87191,              0.0016502,              0.0016502,              0.0016502
                     55,                 1.2943,                 1.2536,                0.89138,                0.97785,                0.95999,                0.97381,                0.67732,                 1.1106,                 1.0238,                0.86998,              0.0016436,              0.0016436,              0.0016436
                     56,                 1.3783,                 1.4117,                0.88112,                0.89362,                0.93478,                0.95677,                0.68044,                  1.143,                 1.1076,                0.87927,               0.001637,               0.001637,               0.001637
                     57,                 1.3961,                 1.3588,                0.93555,                 0.9969,                0.93478,                0.97424,                0.62774,                 1.1568,                 1.0692,                0.89297,              0.0016304,              0.0016304,              0.0016304
                     58,                 1.3081,                 1.2668,                0.92713,                0.98618,                0.93478,                 0.9683,                0.47478,                 1.6572,                 1.3216,                0.92581,              0.0016238,              0.0016238,              0.0016238
                     59,                 1.5382,                 1.3164,                0.93036,                0.97735,                0.93791,                0.96154,                0.35887,                  1.876,                 1.5605,                0.93888,              0.0016172,              0.0016172,              0.0016172
                     60,                 1.3812,                 1.2428,                0.89209,                      1,                0.95123,                0.97469,                0.69515,                 1.0359,                 1.0205,                 0.8802,              0.0016106,              0.0016106,              0.0016106
                     61,                 1.4542,                 1.3311,                  0.904,                0.98969,                0.95652,                0.97469,                0.68918,                 1.0186,                0.97693,                0.87923,               0.001604,               0.001604,               0.001604
                     62,                  1.362,                 1.2582,                 0.8844,                0.99061,                0.95652,                0.97211,                0.55044,                 1.4027,                 1.1919,                0.91074,              0.0015974,              0.0015974,              0.0015974
                     63,                 1.3246,                  1.272,                0.88504,                0.99154,                0.95652,                0.97244,                0.69924,                 1.0419,                 1.0676,                0.88537,              0.0015908,              0.0015908,              0.0015908
                     64,                 1.3421,                  1.226,                 0.8823,                      1,                0.97554,                0.97513,                0.67255,                 1.1825,                0.98208,                0.87862,              0.0015842,              0.0015842,              0.0015842
                     65,                 1.4113,                    1.2,                0.88701,                      1,                0.97619,                0.97513,                0.70799,                0.96402,                0.91037,                0.86235,              0.0015776,              0.0015776,              0.0015776
                     66,                 1.3619,                 1.2629,                0.86714,                0.99791,                0.95652,                0.98597,                0.71427,                0.95882,                0.93667,                0.85468,               0.001571,               0.001571,               0.001571
                     67,                 1.2966,                 1.2567,                0.86953,                0.99846,                0.95652,                 0.9747,                 0.6459,                 1.0584,                  1.003,                0.86335,              0.0015644,              0.0015644,              0.0015644
                     68,                  1.349,                 1.2076,                 0.8849,                0.99892,                0.95652,                0.97351,                0.71249,                0.99683,                0.89242,                0.85277,              0.0015578,              0.0015578,              0.0015578
                     69,                 1.2696,                  1.174,                0.88867,                      1,                0.95566,                0.97389,                0.67051,                 1.1432,                0.93545,                 0.8624,              0.0015512,              0.0015512,              0.0015512
                     70,                 1.2251,                 1.1662,                0.85187,                0.99862,                0.95652,                0.97472,                0.66161,                 1.0854,                0.92034,                0.86204,              0.0015446,              0.0015446,              0.0015446
                     71,                 1.2326,                 1.0507,                0.87589,                      1,                0.97569,                0.97516,                0.69388,                0.92685,                0.87206,                0.85173,               0.001538,               0.001538,               0.001538
                     72,                 1.1949,                 1.0615,                0.86636,                      1,                0.97665,                0.97516,                 0.7726,                0.84838,                0.86401,                0.85547,              0.0015314,              0.0015314,              0.0015314
                     73,                 1.1853,                 1.0923,                0.87839,                      1,                0.97695,                0.97516,                0.71788,                0.90506,                0.87415,                0.85337,              0.0015248,              0.0015248,              0.0015248
                     74,                 1.1897,                 1.0698,                0.86464,                      1,                0.99905,                  0.995,                0.72437,                0.99391,                0.86918,                0.85763,              0.0015182,              0.0015182,              0.0015182
                     75,                 1.2905,                 1.2117,                 0.8754,                0.99926,                      1,                  0.995,                 0.7084,                 1.1149,                0.89972,                0.86361,              0.0015116,              0.0015116,              0.0015116
                     76,                  1.229,                 1.1033,                0.87945,                      1,                0.97724,                0.97518,                0.74763,                0.87224,                0.81004,                0.85037,               0.001505,               0.001505,               0.001505
                     77,                 1.2164,                   1.04,                0.89152,                      1,                0.97564,                0.97518,                0.74154,                0.93789,                0.81864,                0.85359,              0.0014984,              0.0014984,              0.0014984
                     78,                 1.1134,                 1.0399,                0.85886,                0.99975,                      1,                  0.995,                0.74483,                 0.9208,                0.87578,                 0.8407,              0.0014918,              0.0014918,              0.0014918
                     79,                 1.1706,                 1.0413,                0.87048,                 0.9984,                      1,                  0.995,                0.74395,                0.90427,                0.84217,                0.84221,              0.0014852,              0.0014852,              0.0014852
                     80,                 1.2025,                 1.0776,                 0.8682,                0.99953,                      1,                  0.995,                 0.6524,                 1.0842,                0.96495,                0.86193,              0.0014786,              0.0014786,              0.0014786
                     81,                 1.1928,                 1.0363,                0.87573,                      1,                0.99678,                  0.995,                0.72669,                0.98888,                0.88586,                0.85809,               0.001472,               0.001472,               0.001472
                     82,                 1.1121,                 1.0121,                0.87034,                 0.9988,                0.97826,                0.97525,                0.72329,                0.95376,                0.84565,                0.84632,              0.0014654,              0.0014654,              0.0014654
                     83,                 1.1667,                0.99581,                0.88394,                 0.9982,                0.97826,                0.97524,                0.74961,                0.97898,                0.80743,                0.85142,              0.0014588,              0.0014588,              0.0014588
                     84,                 1.1008,                 1.0048,                0.86502,                 0.9976,                0.97826,                0.97525,                0.76142,                0.90741,                0.85995,                0.85503,              0.0014522,              0.0014522,              0.0014522
                     85,                 1.0964,                0.97822,                0.86824,                0.99877,                0.97826,                0.97526,                0.73419,                0.93039,                 0.8109,                 0.8551,              0.0014456,              0.0014456,              0.0014456
                     86,                 1.1358,                 1.0133,                0.85063,                      1,                 0.9774,                0.97532,                0.72834,                0.92009,                0.83289,                0.85595,               0.001439,               0.001439,               0.001439
                     87,                 1.1522,                 1.0241,                0.85312,                      1,                0.97583,                0.97532,                0.73573,                0.90224,                0.84136,                0.85737,              0.0014324,              0.0014324,              0.0014324
                     88,                  1.132,                 1.0175,                0.83975,                      1,                0.99834,                  0.995,                0.71898,                0.96313,                0.82606,                0.85627,              0.0014258,              0.0014258,              0.0014258
                     89,                 1.0978,                 1.0067,                0.86494,                0.99841,                0.97826,                0.97529,                0.74367,                0.81644,                0.75402,                0.84186,              0.0014192,              0.0014192,              0.0014192
                     90,                 1.2296,                 1.0826,                0.87738,                      1,                 0.9988,                  0.995,                0.73532,                0.90658,                0.75672,                 0.8412,              0.0014126,              0.0014126,              0.0014126
                     91,                 1.1394,                0.94251,                0.85386,                      1,                0.99847,                  0.995,                0.73889,                0.96455,                0.76689,                0.84872,               0.001406,               0.001406,               0.001406
                     92,                 1.0943,                0.93622,                0.84735,                0.99744,                0.97826,                0.99086,                0.76827,                0.86926,                0.76142,                0.86597,              0.0013994,              0.0013994,              0.0013994
                     93,                 1.1041,                0.93868,                0.86823,                0.99732,                0.97826,                0.98984,                0.77582,                0.84124,                0.77687,                 0.8634,              0.0013928,              0.0013928,              0.0013928
                     94,                  1.045,                0.94011,                0.84327,                 0.9981,                0.97826,                0.99457,                0.75844,                 0.8839,                0.77267,                0.85736,              0.0013862,              0.0013862,              0.0013862
                     95,                 1.1776,                0.96955,                0.84988,                      1,                0.99797,                  0.995,                0.77284,                0.85872,                0.76482,                0.85258,              0.0013796,              0.0013796,              0.0013796
                     96,                    1.1,                0.95026,                0.86168,                      1,                0.99886,                  0.995,                0.69383,                 1.0172,                0.80078,                0.85447,               0.001373,               0.001373,               0.001373
                     97,                  1.173,                0.95411,                 0.8444,                      1,                0.99891,                  0.995,                 0.7607,                0.91598,                0.74327,                0.85536,              0.0013664,              0.0013664,              0.0013664
                     98,                 1.1761,                0.90034,                0.85893,                      1,                0.99924,                  0.995,                0.80545,                0.73551,                0.64948,                0.84127,              0.0013598,              0.0013598,              0.0013598
                     99,                 1.0879,                0.87747,                0.84893,                      1,                0.99987,                  0.995,                0.76527,                0.79991,                 0.6797,                 0.8428,              0.0013532,              0.0013532,              0.0013532
                    100,                 1.1149,                 0.9627,                0.83962,                      1,                0.99911,                  0.995,                0.77454,                0.85103,                0.71348,                0.85098,              0.0013466,              0.0013466,              0.0013466
                    101,                 1.1143,                0.91643,                0.84622,                      1,                 0.9994,                  0.995,                0.75164,                0.83802,                0.69678,                0.85284,                0.00134,                0.00134,                0.00134
                    102,                 1.1268,                0.91669,                0.85929,                0.99947,                      1,                  0.995,                0.77216,                0.89955,                0.73176,                0.84897,              0.0013334,              0.0013334,              0.0013334
                    103,                 1.0699,                0.91308,                0.84216,                      1,                0.99955,                  0.995,                 0.7827,                0.85957,                0.72016,                0.84862,              0.0013268,              0.0013268,              0.0013268
                    104,                 1.0444,                0.87335,                0.82993,                      1,                 0.9992,                  0.995,                0.77786,                0.76483,                0.64581,                0.83765,              0.0013202,              0.0013202,              0.0013202
                    105,                 1.0319,                0.85444,                 0.8612,                      1,                0.99916,                  0.995,                0.80371,                0.74924,                0.63705,                0.83554,              0.0013136,              0.0013136,              0.0013136
                    106,                 1.0316,                0.88022,                0.84943,                      1,                0.99926,                  0.995,                0.71285,                0.90304,                0.71139,                0.84492,               0.001307,               0.001307,               0.001307
                    107,                  1.014,                0.85685,                0.84329,                      1,                0.99955,                  0.995,                0.75328,                0.89536,                0.69152,                0.84721,              0.0013004,              0.0013004,              0.0013004
                    108,                 1.0794,                0.83796,                0.84361,                      1,                0.99867,                  0.995,                 0.7616,                0.85873,                0.71123,                0.84675,              0.0012938,              0.0012938,              0.0012938
                    109,                0.99434,                0.80727,                0.83917,                      1,                0.99879,                  0.995,                0.77884,                0.82242,                0.68174,                0.84187,              0.0012872,              0.0012872,              0.0012872
                    110,                 1.0929,                0.90973,                0.83794,                      1,                0.99944,                  0.995,                0.76791,                0.81998,                0.69366,                0.84077,              0.0012806,              0.0012806,              0.0012806
                    111,                 1.0591,                0.85238,                0.83363,                0.99997,                      1,                  0.995,                0.77813,                0.81672,                0.66069,                0.84169,               0.001274,               0.001274,               0.001274
                    112,                 1.0725,                0.80482,                0.85881,                0.99956,                      1,                  0.995,                0.79958,                0.70811,                0.61053,                0.83004,              0.0012674,              0.0012674,              0.0012674
                    113,                0.99374,                0.81929,                0.83689,                0.99929,                      1,                  0.995,                0.75325,                0.82847,                0.60829,                0.83561,              0.0012608,              0.0012608,              0.0012608
                    114,                 1.0705,                0.81431,                0.85599,                0.99919,                      1,                  0.995,                0.75503,                0.89668,                0.66743,                0.84081,              0.0012542,              0.0012542,              0.0012542
                    115,                 1.0628,                0.86339,                 0.8506,                 0.9994,                      1,                  0.995,                0.80867,                0.75112,                0.60858,                0.84104,              0.0012476,              0.0012476,              0.0012476
                    116,                 1.0676,                0.83875,                0.82402,                0.99909,                      1,                  0.995,                0.68369,                 1.0446,                0.67888,                0.84971,               0.001241,               0.001241,               0.001241
                    117,                 1.1046,                0.82916,                0.84845,                0.99916,                      1,                  0.995,                0.75645,                0.80951,                0.65226,                0.83036,              0.0012344,              0.0012344,              0.0012344
                    118,                  1.093,                0.86183,                0.86504,                0.99935,                      1,                  0.995,                0.80098,                0.73764,                0.62301,                0.83472,              0.0012278,              0.0012278,              0.0012278
                    119,                 1.0057,                0.77516,                0.84232,                0.99914,                      1,                  0.995,                 0.7491,                0.88454,                0.62645,                0.83934,              0.0012212,              0.0012212,              0.0012212
                    120,                 1.1627,                0.82803,                 0.8639,                0.99891,                      1,                  0.995,                 0.7175,                0.99475,                0.65161,                 0.8458,              0.0012146,              0.0012146,              0.0012146
                    121,                   1.02,                0.79775,                0.84865,                0.99887,                      1,                  0.995,                  0.807,                0.78365,                0.59362,                0.83664,               0.001208,               0.001208,               0.001208
                    122,                 1.1624,                0.82006,                0.85558,                0.99902,                      1,                  0.995,                0.76471,                0.80857,                0.61693,                0.83653,              0.0012014,              0.0012014,              0.0012014
                    123,                  1.071,                0.84213,                 0.8506,                0.99871,                      1,                  0.995,                 0.7553,                0.82021,                0.61572,                0.83636,              0.0011948,              0.0011948,              0.0011948
                    124,                 1.0402,                0.81616,                0.85228,                0.99873,                      1,                  0.995,                0.79901,                0.87498,                0.67142,                0.83556,              0.0011882,              0.0011882,              0.0011882
                    125,                0.99376,                0.77392,                0.83045,                0.99942,                      1,                  0.995,                0.80672,                0.81894,                0.62055,                0.83698,              0.0011816,              0.0011816,              0.0011816
                    126,                 1.0383,                0.78464,                0.84495,                      1,                 0.9995,                  0.995,                0.79697,                0.76696,                0.58519,                0.82985,               0.001175,               0.001175,               0.001175
                    127,                 1.0015,                0.76836,                0.84269,                      1,                0.99941,                  0.995,                0.74595,                0.88931,                0.62915,                0.83494,              0.0011684,              0.0011684,              0.0011684
                    128,                0.96222,                0.76114,                0.85268,                      1,                0.99898,                  0.995,                0.80278,                0.80641,                0.61253,                0.83596,              0.0011618,              0.0011618,              0.0011618
                    129,                 1.1519,                0.81479,                0.83631,                      1,                0.99884,                  0.995,                0.76534,                0.91212,                0.64286,                  0.844,              0.0011552,              0.0011552,              0.0011552
                    130,                 1.0984,                0.81293,                0.84802,                      1,                0.99922,                  0.995,                0.78125,                0.84588,                0.60382,                0.83891,              0.0011486,              0.0011486,              0.0011486
                    131,                 1.0103,                0.76442,                0.84323,                      1,                0.99911,                  0.995,                0.76092,                0.94001,                0.63578,                 0.8443,               0.001142,               0.001142,               0.001142
                    132,                0.98321,                0.76536,                0.83658,                      1,                  0.998,                  0.995,                0.81312,                0.77817,                0.61832,                0.84079,              0.0011354,              0.0011354,              0.0011354
                    133,                 1.1425,                0.77247,                 0.8265,                      1,                0.99769,                  0.995,                0.75658,                0.88751,                0.62828,                0.84677,              0.0011288,              0.0011288,              0.0011288
                    134,                  1.039,                0.76207,                0.84696,                      1,                0.99855,                  0.995,                0.81413,                0.76477,                0.59592,                 0.8368,              0.0011222,              0.0011222,              0.0011222
                    135,                 1.0131,                0.78629,                0.85369,                      1,                0.99967,                  0.995,                0.80667,                0.77791,                0.58816,                0.83505,              0.0011156,              0.0011156,              0.0011156
                    136,                 0.8677,                0.74449,                0.82396,                0.99959,                      1,                  0.995,                0.79397,                0.81622,                0.56112,                0.83674,               0.001109,               0.001109,               0.001109
                    137,                0.90582,                0.73162,                 0.8339,                0.99981,                      1,                  0.995,                0.81061,                0.73906,                0.53937,                0.82922,              0.0011024,              0.0011024,              0.0011024
                    138,                0.95166,                0.73834,                0.82072,                      1,                0.99902,                  0.995,                0.77026,                0.88657,                 0.5768,                0.83184,              0.0010958,              0.0010958,              0.0010958
                    139,                 1.0462,                0.80469,                0.83778,                      1,                0.99913,                  0.995,                0.79064,                0.75988,                0.54754,                0.82749,              0.0010892,              0.0010892,              0.0010892
                    140,                0.96105,                0.74161,                0.84151,                0.99939,                      1,                  0.995,                0.75013,                0.95977,                0.65102,                0.83197,              0.0010826,              0.0010826,              0.0010826
                    141,                 1.0159,                0.76107,                0.84462,                0.99915,                      1,                  0.995,                0.80174,                0.74339,                0.57925,                0.82829,               0.001076,               0.001076,               0.001076
                    142,                0.99088,                0.74554,                0.85005,                0.99885,                      1,                  0.995,                0.76002,                0.86436,                0.57511,                0.82929,              0.0010694,              0.0010694,              0.0010694
                    143,                 1.0152,                0.74684,                0.83313,                0.99892,                      1,                  0.995,                0.76072,                0.91797,                0.64134,                0.83029,              0.0010628,              0.0010628,              0.0010628
                    144,                 1.0391,                0.74372,                 0.8502,                0.99888,                      1,                  0.995,                0.79437,                0.86857,                0.63694,                0.83786,              0.0010562,              0.0010562,              0.0010562
                    145,                0.99222,                0.77984,                0.82941,                0.99887,                      1,                  0.995,                0.77999,                0.82646,                0.59084,                0.83567,              0.0010496,              0.0010496,              0.0010496
                    146,                 1.0273,                0.73835,                0.82135,                0.99898,                      1,                  0.995,                0.76208,                0.83134,                0.59169,                0.82567,               0.001043,               0.001043,               0.001043
                    147,                 1.0886,                0.75056,                 0.8407,                0.99896,                      1,                  0.995,                0.75293,                 0.8618,                0.62529,                 0.8273,              0.0010364,              0.0010364,              0.0010364
                    148,                 1.0652,                0.77878,                0.85098,                0.99914,                      1,                  0.995,                0.79224,                 0.7613,                0.59933,                 0.8328,              0.0010298,              0.0010298,              0.0010298
                    149,                  1.015,                0.74243,                0.83875,                0.99921,                      1,                  0.995,                0.73961,                0.86891,                0.63434,                0.83712,              0.0010232,              0.0010232,              0.0010232
                    150,                0.97726,                0.72674,                0.83988,                0.99999,                      1,                  0.995,                0.78144,                0.77915,                0.60999,                0.82587,              0.0010166,              0.0010166,              0.0010166
                    151,                 1.0585,                0.74736,                0.84389,                      1,                0.99957,                  0.995,                0.77168,                0.87847,                0.60694,                0.83138,                0.00101,                0.00101,                0.00101
                    152,                0.95628,                0.69746,                0.83426,                      1,                0.99884,                  0.995,                0.73465,                0.89517,                 0.6158,                0.84279,              0.0010034,              0.0010034,              0.0010034
                    153,                 1.0276,                0.73228,                0.84563,                      1,                0.99906,                  0.995,                0.66268,                   1.09,                0.66191,                0.85008,              0.0009968,              0.0009968,              0.0009968
                    154,                0.97525,                0.70726,                0.82769,                      1,                0.99997,                  0.995,                 0.8078,                0.72914,                0.54154,                0.82826,              0.0009902,              0.0009902,              0.0009902
                    155,                0.99603,                0.73229,                0.85925,                0.99987,                      1,                  0.995,                0.76993,                0.83118,                0.55579,                0.83073,              0.0009836,              0.0009836,              0.0009836
                    156,                 1.0796,                0.76728,                0.84073,                0.99973,                      1,                  0.995,                0.80501,                0.71981,                0.55894,                0.82865,               0.000977,               0.000977,               0.000977
                    157,                 1.0052,                0.72448,                0.83173,                0.99941,                      1,                  0.995,                0.75298,                0.93412,                0.58789,                0.83861,              0.0009704,              0.0009704,              0.0009704
                    158,                 1.0766,                0.72831,                0.84653,                0.99954,                      1,                  0.995,                0.79904,                0.73913,                0.53189,                0.83046,              0.0009638,              0.0009638,              0.0009638
                    159,                  1.011,                0.72732,                0.81635,                0.99973,                      1,                  0.995,                0.79384,                0.69598,                0.51659,                 0.8288,              0.0009572,              0.0009572,              0.0009572
                    160,                 1.0002,                 0.6708,                 0.8229,                0.99952,                      1,                  0.995,                0.79588,                 0.7116,                0.54906,                0.83265,              0.0009506,              0.0009506,              0.0009506
                    161,                0.87718,                0.65972,                0.82622,                0.99919,                      1,                  0.995,                  0.775,                0.78429,                 0.5736,                0.83417,               0.000944,               0.000944,               0.000944
